student_id,activity_name,activity_category,registration_date,role,activity_level,hours_per_week,total_events_participated,achievement,status,faculty_coordinator
698,Data Science Club,Technical,2025-08-04,Member,Medium,5,5,,Active,Prof. Sharma
698,Volleyball Team,Sports,2025-08-12,Member,Low,2,1,,Active,Prof. Reddy
698,Rotaract Club,Social,2025-08-08,Member,High,8,8,,Active,Prof. Gupta
700,Coding Club,Technical,2025-08-21,Member,Low,1,0,Best Performer Award,Active,Prof. Gupta
700,Yoga Club,Other,2025-08-16,Member,Low,1,1,,Active,Prof. Gupta
700,Football Team,Sports,2025-08-28,Member,Medium,4,3,,Active,Prof. Sharma
701,NSS (National Service Scheme),Social,2025-08-18,Member,Medium,4,2,,Active,Prof. Gupta
701,Quiz Club,Academic,2025-08-20,Member,Medium,5,2,,Active,Prof. Sharma
701,Basketball Team,Sports,2025-08-05,Active Member,High,10,10,,Inactive,Prof. Gupta
701,Fine Arts Club,Cultural,2025-08-29,Active Member,High,9,7,,Inactive,Prof. Reddy
702,Basketball Team,Sports,2025-08-28,Member,Low,1,1,,Active,Prof. Mehta
702,NSS (National Service Scheme),Social,2025-08-18,Core Team,High,10,9,,Active,Prof. Mehta
702,Fine Arts Club,Cultural,2025-08-19,Member,Low,1,2,,Active,Prof. Mehta
704,Research Club,Academic,2025-08-23,Core Team,Very High,11,15,,Active,Prof. Reddy
707,Event Management Team,Other,2025-08-19,Member,High,9,5,,Active,Prof. Gupta
709,Rotaract Club,Social,2025-08-17,Active Member,Medium,6,5,,Active,Prof. Mehta
710,Mathematics Club,Academic,2025-08-30,Member,Medium,5,5,,Active,Prof. Reddy
710,Volleyball Team,Sports,2025-08-27,Member,Low,1,1,,Active,Prof. Sharma
711,Blood Donation Team,Social,2025-08-27,Active Member,Medium,6,2,,Active,Prof. Mehta
712,Fine Arts Club,Cultural,2025-08-06,Member,Low,2,1,,Active,Prof. Gupta
712,Blood Donation Team,Social,2025-08-08,Member,Medium,4,5,,Active,Prof. Reddy
712,Coding Club,Technical,2025-08-25,Member,Medium,3,4,,Active,Prof. Gupta
712,Fitness Club,Other,2025-08-28,Active Member,Medium,3,5,,Active,Prof. Mehta
713,Alumni Relations,Other,2025-08-03,Member,Low,1,0,,Active,Prof. Mehta
713,Photography Club,Cultural,2025-08-16,Member,Medium,5,2,,Active,Prof. Reddy
713,Data Science Club,Technical,2025-08-22,Member,Medium,4,2,,Active,Prof. Reddy
713,Table Tennis Club,Sports,2025-08-05,Member,Medium,4,4,,Active,Prof. Gupta
714,Dance Club,Cultural,2025-08-15,Member,Low,2,1,,Active,Prof. Sharma
718,Environmental Club,Social,2025-08-04,Active Member,Medium,4,4,,Active,Prof. Gupta
719,Hockey Team,Sports,2025-08-07,Member,Medium,5,3,,Active,Prof. Reddy
719,Event Management Team,Other,2025-08-24,Member,Low,3,0,Winner - Inter College Competition,Active,Prof. Mehta
720,Quiz Club,Academic,2025-08-07,Core Team,Very High,13,12,,Active,Prof. Sharma
721,Paper Presentation Team,Academic,2025-08-29,Active Member,Medium,5,3,,Active,Prof. Reddy
721,Data Science Club,Technical,2025-08-17,Member,Low,3,1,,Active,Prof. Reddy
721,Basketball Team,Sports,2025-08-02,Core Team,High,7,9,,Active,Prof. Gupta
721,Literary Club,Cultural,2025-08-04,Member,Medium,6,2,,Inactive,Prof. Gupta
722,Event Management Team,Other,2025-08-23,Member,Low,2,0,,Active,Prof. Reddy
722,Cricket Team,Sports,2025-08-29,Active Member,Medium,4,4,,Active,Prof. Sharma
724,Football Team,Sports,2025-08-06,Member,High,8,9,,Active,Prof. Sharma
724,Fitness Club,Other,2025-08-02,Member,High,6,9,,Active,Prof. Sharma
725,Paper Presentation Team,Academic,2025-08-07,Member,Low,3,2,,Active,Prof. Gupta
725,Rotaract Club,Social,2025-08-28,Active Member,Medium,3,2,,Active,Prof. Sharma
725,Chess Club,Sports,2025-08-19,Core Team,Very High,13,20,,Active,Prof. Mehta
726,Robotics Club,Technical,2025-08-04,Member,Medium,3,5,,Active,Prof. Gupta
726,Badminton Club,Sports,2025-08-02,President/Head,Very High,10,15,,Active,Prof. Gupta
726,College Magazine,Other,2025-08-02,Member,Low,1,2,,Active,Prof. Mehta
727,Placement Cell,Other,2025-08-10,Member,Medium,3,4,Best Performer Award,Active,Prof. Gupta
727,Table Tennis Club,Sports,2025-08-10,Member,Medium,5,5,,Active,Prof. Gupta
727,Data Science Club,Technical,2025-08-07,Member,Low,3,1,,Inactive,Prof. Sharma
727,Rotaract Club,Social,2025-08-27,Active Member,Medium,6,2,,Inactive,Prof. Reddy
729,Science Club,Academic,2025-08-10,Member,High,8,9,,Active,Prof. Mehta
729,Badminton Club,Sports,2025-08-10,Member,Medium,5,3,Certificate of Excellence,Active,Prof. Sharma
729,NCC (National Cadet Corps),Social,2025-08-27,Active Member,High,7,7,,Inactive,Prof. Mehta
730,Badminton Club,Sports,2025-08-24,Core Team,High,9,8,,Active,Prof. Mehta
730,NSS (National Service Scheme),Social,2025-08-27,Member,High,10,10,,Inactive,Prof. Sharma
731,Drama Club,Cultural,2025-08-08,Member,Low,1,1,,Active,Prof. Gupta
732,Blood Donation Team,Social,2025-08-19,Member,Medium,3,2,,Active,Prof. Reddy
732,IoT Club,Technical,2025-08-02,Member,High,9,5,,Active,Prof. Sharma
732,Kabaddi Team,Sports,2025-08-27,Member,Medium,4,4,,Active,Prof. Sharma
732,Yoga Club,Other,2025-08-02,Member,Low,1,0,,Active,Prof. Mehta
734,Research Club,Academic,2025-08-30,Core Team,High,7,7,Winner - Inter College Competition,Active,Prof. Sharma
734,Event Management Team,Other,2025-08-25,Member,Medium,5,2,,Inactive,Prof. Mehta
735,Data Science Club,Technical,2025-08-04,Member,Medium,5,4,,Active,Prof. Sharma
736,Placement Cell,Other,2025-08-16,Active Member,Medium,4,5,,Active,Prof. Gupta
736,Research Club,Academic,2025-08-04,Member,Medium,5,2,,Active,Prof. Mehta
737,Drama Club,Cultural,2025-08-19,Active Member,High,6,9,,Active,Prof. Mehta
737,Research Club,Academic,2025-08-17,Core Team,High,10,5,Winner - Intra College Competition,Active,Prof. Sharma
738,Kabaddi Team,Sports,2025-08-10,Member,Medium,5,3,,Active,Prof. Mehta
738,Rotaract Club,Social,2025-08-06,Core Team,Very High,10,17,,Active,Prof. Sharma
738,Student Council,Other,2025-08-11,Member,High,10,8,Best Performer Award,Active,Prof. Mehta
739,Hackathon Team,Technical,2025-08-27,Active Member,High,9,5,Certificate of Excellence,Active,Prof. Gupta
740,Cybersecurity Club,Technical,2025-08-21,Member,Low,3,2,Winner - Intra College Competition,Active,Prof. Mehta
740,Volleyball Team,Sports,2025-08-02,Member,Low,2,0,,Active,Prof. Reddy
740,Placement Cell,Other,2025-08-30,Active Member,High,7,5,,Inactive,Prof. Reddy
740,Quiz Club,Academic,2025-08-24,Member,Low,2,2,,Active,Prof. Gupta
742,Football Team,Sports,2025-08-07,Member,Low,1,2,,Inactive,Prof. Reddy
742,Web Development Club,Technical,2025-08-27,Core Team,Very High,12,16,Winner - Intra College Competition,Active,Prof. Gupta
743,Placement Cell,Other,2025-08-04,Active Member,High,10,10,Best Performer Award,Active,Prof. Gupta
743,Athletics Team,Sports,2025-08-10,Member,Low,3,0,,Active,Prof. Reddy
743,Entrepreneurship Cell,Academic,2025-08-11,Member,Low,2,2,,Active,Prof. Sharma
744,IoT Club,Technical,2025-08-19,Member,Medium,5,5,,Active,Prof. Mehta
744,Rotaract Club,Social,2025-08-24,Active Member,Medium,3,3,,Active,Prof. Reddy
746,Red Cross,Social,2025-08-04,Active Member,High,7,8,,Active,Prof. Reddy
746,Fine Arts Club,Cultural,2025-08-27,Member,Medium,6,5,,Active,Prof. Mehta
749,Red Cross,Social,2025-08-15,Member,Low,1,2,Certificate of Excellence,Active,Prof. Mehta
749,Basketball Team,Sports,2025-08-16,Member,Low,2,1,,Active,Prof. Mehta
750,Event Management Team,Other,2025-08-21,Member,Low,2,2,,Active,Prof. Gupta
750,NSS (National Service Scheme),Social,2025-08-22,Member,Low,1,1,Winner - Intra College Competition,Active,Prof. Mehta
750,Paper Presentation Team,Academic,2025-08-19,Member,Low,2,2,Certificate of Excellence,Active,Prof. Reddy
752,Coding Club,Technical,2025-08-12,Core Team,High,6,6,,Active,Prof. Gupta
752,Film Making Club,Cultural,2025-08-29,Active Member,High,6,7,,Active,Prof. Gupta
753,Fitness Club,Other,2025-08-07,Core Team,Very High,11,17,,Active,Prof. Mehta
753,Football Team,Sports,2025-08-26,Member,Medium,3,4,,Inactive,Prof. Sharma
754,Dance Club,Cultural,2025-08-16,Member,Medium,3,2,,Active,Prof. Reddy
754,NSS (National Service Scheme),Social,2025-08-23,Core Team,Very High,11,13,,Active,Prof. Mehta
754,Kabaddi Team,Sports,2025-08-20,President/Head,Very High,15,13,,Active,Prof. Gupta
754,Web Development Club,Technical,2025-08-25,Member,Medium,6,2,Winner - Intra College Competition,Active,Prof. Reddy
755,AI/ML Club,Technical,2025-08-08,Member,Medium,3,4,,Active,Prof. Sharma
755,Paper Presentation Team,Academic,2025-08-04,Active Member,Medium,3,2,,Active,Prof. Reddy
755,Hockey Team,Sports,2025-08-15,Member,Medium,3,5,,Active,Prof. Sharma
755,Blood Donation Team,Social,2025-08-29,Active Member,Medium,6,4,,Active,Prof. Gupta
756,Athletics Team,Sports,2025-08-03,Member,Low,1,1,,Active,Prof. Sharma
757,Photography Club,Cultural,2025-08-31,Active Member,High,6,10,,Active,Prof. Sharma
757,IoT Club,Technical,2025-08-09,Member,Medium,3,3,Participation Certificate,Active,Prof. Mehta
758,Robotics Club,Technical,2025-08-03,Member,Low,1,1,,Inactive,Prof. Mehta
758,Table Tennis Club,Sports,2025-08-26,Member,Low,2,1,,Active,Prof. Sharma
759,Drama Club,Cultural,2025-08-22,Member,Low,3,0,,Active,Prof. Sharma
763,Innovation Club,Academic,2025-08-12,Active Member,Medium,5,5,,Active,Prof. Sharma
765,Alumni Relations,Other,2025-08-21,Core Team,Very High,15,20,,Inactive,Prof. Mehta
766,Placement Cell,Other,2025-08-05,Member,Low,2,2,,Active,Prof. Gupta
767,Placement Cell,Other,2025-08-15,Member,Low,3,1,,Active,Prof. Reddy
768,IoT Club,Technical,2025-08-18,Active Member,Medium,4,2,,Active,Prof. Mehta
768,Football Team,Sports,2025-08-13,Active Member,High,8,8,,Active,Prof. Mehta
769,Athletics Team,Sports,2025-08-24,Active Member,Medium,4,4,,Active,Prof. Reddy
769,Music Club,Cultural,2025-08-13,Member,Medium,6,3,,Active,Prof. Sharma
770,IoT Club,Technical,2025-08-09,Member,High,10,7,,Active,Prof. Mehta
770,Chess Club,Sports,2025-08-22,Member,Low,2,0,Winner - Intra College Competition,Active,Prof. Gupta
770,Student Council,Other,2025-08-22,Core Team,High,7,7,Winner - Intra College Competition,Active,Prof. Reddy
771,Film Making Club,Cultural,2025-08-03,Member,Low,3,2,Best Performer Award,Active,Prof. Mehta
771,NSS (National Service Scheme),Social,2025-08-18,Member,High,7,5,,Active,Prof. Mehta
772,Music Club,Cultural,2025-08-27,Active Member,High,7,10,,Active,Prof. Gupta
773,Rotaract Club,Social,2025-08-25,Member,Medium,4,4,Winner - Intra College Competition,Active,Prof. Sharma
773,Alumni Relations,Other,2025-08-24,Member,Low,1,1,,Active,Prof. Reddy
775,Volleyball Team,Sports,2025-08-21,Member,Medium,4,2,,Active,Prof. Reddy
775,Fine Arts Club,Cultural,2025-08-15,Member,Low,3,2,,Active,Prof. Mehta
775,Mathematics Club,Academic,2025-08-05,Active Member,Medium,3,5,,Active,Prof. Mehta
778,Chess Club,Sports,2025-08-19,Member,Medium,5,2,,Inactive,Prof. Gupta
778,Film Making Club,Cultural,2025-08-18,Active Member,High,10,6,,Active,Prof. Mehta
778,AI/ML Club,Technical,2025-08-06,Member,Medium,6,3,,Active,Prof. Mehta
780,Entrepreneurship Cell,Academic,2025-08-07,Member,Low,2,0,,Active,Prof. Reddy
780,Data Science Club,Technical,2025-08-29,Core Team,Very High,13,15,,Active,Prof. Sharma
781,AI/ML Club,Technical,2025-08-06,Member,Medium,3,4,,Active,Prof. Gupta
781,Film Making Club,Cultural,2025-08-05,Member,Medium,4,5,Winner - Inter College Competition,Inactive,Prof. Mehta
782,Student Council,Other,2025-08-30,Core Team,Very High,10,14,,Inactive,Prof. Mehta
782,Research Club,Academic,2025-08-30,Active Member,Medium,4,3,Winner - Inter College Competition,Active,Prof. Mehta
783,Placement Cell,Other,2025-08-26,Active Member,Medium,3,2,,Active,Prof. Mehta
783,NSS (National Service Scheme),Social,2025-08-07,Member,Medium,6,5,,Active,Prof. Sharma
783,Kabaddi Team,Sports,2025-08-02,Member,Medium,3,3,,Active,Prof. Mehta
785,Cricket Team,Sports,2025-08-06,Member,Low,1,1,,Active,Prof. Reddy
785,Literary Club,Cultural,2025-08-19,Member,High,8,5,Best Performer Award,Active,Prof. Sharma
786,Cybersecurity Club,Technical,2025-08-14,President/Head,Very High,14,16,,Active,Prof. Mehta
789,Mathematics Club,Academic,2025-08-18,Core Team,Very High,14,11,,Active,Prof. Sharma
789,IoT Club,Technical,2025-08-06,Member,Low,3,2,,Active,Prof. Sharma
791,Data Science Club,Technical,2025-08-17,Active Member,Medium,3,2,,Active,Prof. Reddy
791,Kabaddi Team,Sports,2025-08-11,Active Member,High,6,8,,Active,Prof. Mehta
791,Drama Club,Cultural,2025-08-28,Member,Low,1,2,,Active,Prof. Sharma
793,Film Making Club,Cultural,2025-08-04,Active Member,High,6,8,,Active,Prof. Gupta
793,Mathematics Club,Academic,2025-08-07,Member,Low,3,0,,Active,Prof. Gupta
793,College Magazine,Other,2025-08-27,Member,Medium,5,4,,Active,Prof. Sharma
794,Drama Club,Cultural,2025-08-20,Coordinator,Very High,12,18,,Inactive,Prof. Reddy
795,Chess Club,Sports,2025-08-24,Member,Medium,3,4,Winner - Inter College Competition,Active,Prof. Sharma
797,Environmental Club,Social,2025-08-25,Member,Medium,6,5,,Active,Prof. Mehta
799,Kabaddi Team,Sports,2025-08-14,Member,High,8,5,,Active,Prof. Sharma
799,Mathematics Club,Academic,2025-08-23,Active Member,Medium,4,2,,Inactive,Prof. Gupta
802,Red Cross,Social,2025-08-09,Core Team,Very High,11,18,,Active,Prof. Mehta
803,Film Making Club,Cultural,2025-08-30,Core Team,High,6,6,Certificate of Excellence,Active,Prof. Sharma
805,IoT Club,Technical,2025-08-17,Member,Medium,3,3,,Active,Prof. Sharma
806,Quiz Club,Academic,2025-08-02,Member,Low,1,2,Certificate of Excellence,Active,Prof. Sharma
807,Mathematics Club,Academic,2025-08-13,Active Member,High,8,10,,Active,Prof. Mehta
808,Football Team,Sports,2025-08-08,Active Member,High,10,10,,Active,Prof. Sharma
809,NCC (National Cadet Corps),Social,2025-08-13,Active Member,Medium,6,5,,Active,Prof. Mehta
810,AI/ML Club,Technical,2025-08-14,Member,High,8,8,,Inactive,Prof. Reddy
811,Photography Club,Cultural,2025-08-12,Active Member,Medium,3,3,,Active,Prof. Mehta
812,Chess Club,Sports,2025-08-28,Active Member,High,7,5,,Active,Prof. Gupta
812,Photography Club,Cultural,2025-08-23,Active Member,High,10,8,,Active,Prof. Mehta
812,Research Club,Academic,2025-08-26,Member,Medium,5,2,,Active,Prof. Gupta
813,Paper Presentation Team,Academic,2025-08-21,Member,Low,1,2,Best Performer Award,Active,Prof. Gupta
815,Hockey Team,Sports,2025-08-12,Active Member,Medium,6,2,,Active,Prof. Gupta
815,Quiz Club,Academic,2025-08-24,Member,Low,2,1,,Active,Prof. Sharma
815,Web Development Club,Technical,2025-08-02,Member,Low,3,1,,Active,Prof. Gupta
817,Innovation Club,Academic,2025-08-13,President/Head,Very High,14,13,,Active,Prof. Reddy
817,Literary Club,Cultural,2025-08-30,Member,Medium,6,2,,Active,Prof. Sharma
818,Hockey Team,Sports,2025-08-31,Member,High,8,9,,Active,Prof. Mehta
818,Innovation Club,Academic,2025-08-18,Member,Low,1,1,Winner - Inter College Competition,Active,Prof. Reddy
819,Web Development Club,Technical,2025-08-04,Member,High,7,8,Certificate of Excellence,Inactive,Prof. Gupta
820,Photography Club,Cultural,2025-08-29,Member,High,6,5,,Active,Prof. Gupta
820,Basketball Team,Sports,2025-08-17,Member,Low,1,1,Best Performer Award,Active,Prof. Sharma
820,Innovation Club,Academic,2025-08-28,Active Member,High,6,10,,Active,Prof. Sharma
821,Alumni Relations,Other,2025-08-16,Member,Medium,3,3,Best Performer Award,Active,Prof. Gupta
822,Hackathon Team,Technical,2025-08-07,Core Team,High,8,8,Participation Certificate,Active,Prof. Mehta
823,NCC (National Cadet Corps),Social,2025-08-14,Member,Low,2,2,,Active,Prof. Sharma
823,College Magazine,Other,2025-08-10,Active Member,High,7,7,,Active,Prof. Gupta
824,Kabaddi Team,Sports,2025-08-26,Active Member,Medium,6,2,,Active,Prof. Reddy
824,Quiz Club,Academic,2025-08-05,Core Team,High,7,8,Participation Certificate,Inactive,Prof. Mehta
824,Rotaract Club,Social,2025-08-30,Active Member,High,9,9,,Active,Prof. Gupta
824,AI/ML Club,Technical,2025-08-15,Active Member,Medium,6,2,,Active,Prof. Reddy
825,Fitness Club,Other,2025-08-12,Coordinator,Very High,11,12,,Inactive,Prof. Mehta
825,Hackathon Team,Technical,2025-08-23,Member,Medium,4,3,,Active,Prof. Reddy
825,Kabaddi Team,Sports,2025-08-30,Member,Medium,4,2,,Active,Prof. Sharma
826,Web Development Club,Technical,2025-08-08,Active Member,High,9,9,,Active,Prof. Sharma
829,AI/ML Club,Technical,2025-08-30,Member,Low,3,1,,Active,Prof. Mehta
830,Quiz Club,Academic,2025-08-17,Member,Medium,4,3,,Active,Prof. Sharma
833,Robotics Club,Technical,2025-08-18,Member,Medium,6,3,,Inactive,Prof. Gupta
834,Athletics Team,Sports,2025-08-27,Active Member,Medium,4,3,,Active,Prof. Reddy
836,Drama Club,Cultural,2025-08-05,Active Member,High,9,8,,Active,Prof. Gupta
836,Table Tennis Club,Sports,2025-08-16,Member,High,7,6,,Active,Prof. Sharma
837,NCC (National Cadet Corps),Social,2025-08-26,Member,Low,1,0,,Active,Prof. Mehta
837,Placement Cell,Other,2025-08-13,Member,Low,2,2,,Active,Prof. Reddy
837,Mathematics Club,Academic,2025-08-25,Member,Medium,6,5,,Active,Prof. Mehta
838,Quiz Club,Academic,2025-08-17,Member,Medium,6,5,Certificate of Excellence,Active,Prof. Gupta
838,NSS (National Service Scheme),Social,2025-08-17,Coordinator,Very High,12,13,Winner - Intra College Competition,Active,Prof. Gupta
840,Fine Arts Club,Cultural,2025-08-04,Member,Medium,6,5,,Active,Prof. Mehta
841,Film Making Club,Cultural,2025-08-19,Active Member,Medium,5,4,,Active,Prof. Reddy
842,Quiz Club,Academic,2025-08-31,Active Member,High,9,6,,Active,Prof. Sharma
842,Film Making Club,Cultural,2025-08-20,Member,Low,3,0,,Active,Prof. Reddy
843,Innovation Club,Academic,2025-08-15,Member,Medium,6,4,,Inactive,Prof. Reddy
843,Student Council,Other,2025-08-13,Core Team,Very High,10,17,,Active,Prof. Gupta
843,NSS (National Service Scheme),Social,2025-08-14,Active Member,Medium,4,2,Best Performer Award,Active,Prof. Gupta
844,Research Club,Academic,2025-08-26,Active Member,High,10,7,,Active,Prof. Mehta
845,Blood Donation Team,Social,2025-08-24,Active Member,Medium,6,4,,Active,Prof. Sharma
845,Web Development Club,Technical,2025-08-09,Member,Medium,4,2,,Active,Prof. Sharma
845,Literary Club,Cultural,2025-08-24,Core Team,High,9,5,,Inactive,Prof. Reddy
847,Volleyball Team,Sports,2025-08-12,Member,Low,1,1,,Active,Prof. Sharma
847,Event Management Team,Other,2025-08-22,Member,Low,3,1,,Active,Prof. Gupta
848,Football Team,Sports,2025-08-09,Member,Medium,4,5,,Active,Prof. Gupta
848,Mathematics Club,Academic,2025-08-21,Member,Low,1,1,,Active,Prof. Gupta
850,Event Management Team,Other,2025-08-28,Member,Low,2,1,Best Performer Award,Inactive,Prof. Reddy
850,Cybersecurity Club,Technical,2025-08-05,Coordinator,Very High,15,17,,Active,Prof. Reddy
853,Red Cross,Social,2025-08-26,Core Team,Very High,11,16,,Active,Prof. Mehta
853,Placement Cell,Other,2025-08-13,Member,Medium,6,3,Certificate of Excellence,Active,Prof. Gupta
854,Student Council,Other,2025-08-24,Member,Medium,6,3,,Active,Prof. Mehta
854,NSS (National Service Scheme),Social,2025-08-13,Member,High,6,7,Winner - Intra College Competition,Active,Prof. Reddy
857,Photography Club,Cultural,2025-08-09,Member,Medium,3,2,,Active,Prof. Gupta
857,Innovation Club,Academic,2025-08-31,Core Team,Very High,15,13,,Inactive,Prof. Reddy
858,Badminton Club,Sports,2025-08-29,Member,Low,3,2,,Active,Prof. Reddy
858,Science Club,Academic,2025-08-04,Core Team,Very High,12,10,,Active,Prof. Gupta
858,NCC (National Cadet Corps),Social,2025-08-12,Active Member,High,7,6,Winner - Inter College Competition,Active,Prof. Mehta
858,Dance Club,Cultural,2025-08-16,Member,Low,3,1,,Active,Prof. Gupta
859,Cricket Team,Sports,2025-08-07,Member,Low,1,1,,Active,Prof. Reddy
859,Hackathon Team,Technical,2025-08-25,Member,Medium,3,4,,Inactive,Prof. Reddy
860,Hockey Team,Sports,2025-08-14,Member,Low,2,0,,Active,Prof. Gupta
860,Research Club,Academic,2025-08-30,Member,Medium,4,3,Best Performer Award,Inactive,Prof. Reddy
862,Volleyball Team,Sports,2025-08-16,Member,Medium,3,2,,Inactive,Prof. Gupta
862,Mathematics Club,Academic,2025-08-14,Member,Medium,5,4,,Active,Prof. Sharma
864,Chess Club,Sports,2025-08-11,Core Team,High,10,9,,Active,Prof. Mehta
865,Mathematics Club,Academic,2025-08-17,Active Member,High,9,10,Winner - Inter College Competition,Active,Prof. Mehta
866,Environmental Club,Social,2025-08-28,Active Member,High,9,5,Best Performer Award,Active,Prof. Gupta
867,Robotics Club,Technical,2025-08-10,Active Member,Medium,3,4,,Active,Prof. Mehta
870,Cybersecurity Club,Technical,2025-08-19,Member,Low,3,1,,Active,Prof. Sharma
870,Debating Society,Cultural,2025-08-25,Member,Low,1,1,,Active,Prof. Mehta
871,Film Making Club,Cultural,2025-08-15,Member,Low,2,2,,Active,Prof. Mehta
871,College Magazine,Other,2025-08-16,Member,Low,2,0,,Active,Prof. Sharma
871,Environmental Club,Social,2025-08-15,Member,Low,2,2,,Active,Prof. Reddy
872,Alumni Relations,Other,2025-08-05,Member,Low,2,0,,Active,Prof. Gupta
875,Placement Cell,Other,2025-08-10,Member,Medium,4,4,,Active,Prof. Gupta
875,Research Club,Academic,2025-08-24,Active Member,High,10,5,,Active,Prof. Reddy
875,Red Cross,Social,2025-08-11,Active Member,High,9,7,,Active,Prof. Mehta
875,Data Science Club,Technical,2025-08-16,Member,Low,3,0,Winner - Intra College Competition,Active,Prof. Sharma
876,Debating Society,Cultural,2025-08-15,Member,Low,2,0,,Active,Prof. Gupta
876,Event Management Team,Other,2025-08-19,Active Member,High,6,6,,Active,Prof. Mehta
876,Athletics Team,Sports,2025-08-20,Member,Low,2,2,,Active,Prof. Mehta
878,Blood Donation Team,Social,2025-08-21,Member,Medium,6,2,,Active,Prof. Gupta
878,Alumni Relations,Other,2025-08-21,Member,Medium,6,5,,Inactive,Prof. Mehta
879,Debating Society,Cultural,2025-08-29,Member,Low,1,2,,Active,Prof. Reddy
879,Alumni Relations,Other,2025-08-23,Member,Medium,3,3,,Inactive,Prof. Gupta
882,Event Management Team,Other,2025-08-03,Core Team,High,6,7,,Active,Prof. Gupta
882,AI/ML Club,Technical,2025-08-09,Core Team,High,7,10,,Active,Prof. Sharma
882,Chess Club,Sports,2025-08-27,Active Member,High,6,6,,Active,Prof. Sharma
884,Debating Society,Cultural,2025-08-09,Active Member,High,10,9,,Active,Prof. Sharma
886,Table Tennis Club,Sports,2025-08-21,Member,Medium,3,5,,Active,Prof. Sharma
887,Music Club,Cultural,2025-08-08,Member,Low,3,2,,Inactive,Prof. Gupta
889,Blood Donation Team,Social,2025-08-16,Member,Low,3,2,Winner - Intra College Competition,Active,Prof. Reddy
890,Debating Society,Cultural,2025-08-25,Member,Medium,3,4,Certificate of Excellence,Active,Prof. Gupta
890,Student Council,Other,2025-08-30,Active Member,High,8,7,Participation Certificate,Active,Prof. Gupta
890,Research Club,Academic,2025-08-21,Member,High,10,7,,Active,Prof. Reddy
891,Cybersecurity Club,Technical,2025-08-16,Member,Medium,6,3,,Active,Prof. Sharma
891,Paper Presentation Team,Academic,2025-08-26,Core Team,High,6,9,Participation Certificate,Active,Prof. Sharma
891,Chess Club,Sports,2025-08-06,Member,High,10,10,Winner - Intra College Competition,Active,Prof. Reddy
891,Placement Cell,Other,2025-08-14,Member,Low,3,0,,Active,Prof. Mehta
893,Debating Society,Cultural,2025-08-30,Member,Low,3,2,,Active,Prof. Gupta
893,Fitness Club,Other,2025-08-31,Active Member,Medium,4,4,,Active,Prof. Reddy
893,Hackathon Team,Technical,2025-08-30,Member,Low,1,1,,Active,Prof. Gupta
894,NCC (National Cadet Corps),Social,2025-08-27,Member,Low,1,1,Winner - Inter College Competition,Active,Prof. Reddy
894,Mathematics Club,Academic,2025-08-08,Active Member,High,6,7,Winner - Inter College Competition,Active,Prof. Gupta
895,Red Cross,Social,2025-08-22,Member,Low,2,0,,Inactive,Prof. Reddy
895,Basketball Team,Sports,2025-08-05,Active Member,High,9,6,,Active,Prof. Gupta
895,Fine Arts Club,Cultural,2025-08-26,Member,High,7,6,,Inactive,Prof. Sharma
897,Fitness Club,Other,2025-08-27,Active Member,High,8,7,,Inactive,Prof. Gupta
897,Mathematics Club,Academic,2025-08-11,Active Member,High,8,10,,Active,Prof. Gupta
897,Literary Club,Cultural,2025-08-02,President/Head,Very High,14,16,,Active,Prof. Sharma
898,Red Cross,Social,2025-08-25,Core Team,Very High,11,14,,Active,Prof. Gupta
899,Rotaract Club,Social,2025-08-30,Active Member,High,9,10,,Active,Prof. Sharma
899,Dance Club,Cultural,2025-08-15,Member,Low,3,0,,Active,Prof. Reddy
901,Chess Club,Sports,2025-08-12,Member,Low,3,0,,Active,Prof. Sharma
902,Hockey Team,Sports,2025-08-16,Member,Medium,4,3,,Active,Prof. Mehta
903,NCC (National Cadet Corps),Social,2025-08-18,Member,Medium,3,3,,Active,Prof. Sharma
903,Quiz Club,Academic,2025-08-10,Member,Low,3,1,,Active,Prof. Reddy
905,Football Team,Sports,2025-08-31,President/Head,Very High,13,13,,Inactive,Prof. Gupta
905,AI/ML Club,Technical,2025-08-30,Member,Medium,6,2,,Inactive,Prof. Sharma
906,Fitness Club,Other,2025-08-28,Active Member,High,8,10,Participation Certificate,Active,Prof. Sharma
906,Innovation Club,Academic,2025-08-13,Member,Medium,3,2,,Active,Prof. Gupta
908,Yoga Club,Other,2025-08-03,Active Member,Medium,3,4,Winner - Intra College Competition,Active,Prof. Reddy
908,NSS (National Service Scheme),Social,2025-08-14,Member,Medium,6,2,,Active,Prof. Sharma
908,IoT Club,Technical,2025-08-20,Member,Low,2,1,Winner - Inter College Competition,Active,Prof. Mehta
910,Mathematics Club,Academic,2025-08-28,Member,Low,3,2,Winner - Intra College Competition,Inactive,Prof. Sharma
913,Fine Arts Club,Cultural,2025-08-14,Member,High,9,9,,Active,Prof. Mehta
913,Hackathon Team,Technical,2025-08-02,Member,Low,3,1,,Active,Prof. Mehta
915,Cybersecurity Club,Technical,2025-08-11,Member,High,6,5,,Active,Prof. Sharma
915,Music Club,Cultural,2025-08-25,Core Team,Very High,12,10,,Active,Prof. Reddy
916,Coding Club,Technical,2025-08-17,Member,Medium,4,2,,Active,Prof. Mehta
916,Literary Club,Cultural,2025-08-09,Active Member,High,7,10,Best Performer Award,Active,Prof. Gupta
